Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Product_ID,Product_Name,Category,Brand,Color,Size,Quantity,Price,Discount_Percent,Sales,Profit,Payment_Method,Inventory_Stock
ORD10288,2025-11-28,CUST1084,Customer_1288,Male,36,Visakhapatnam,Andhra Pradesh,P004,Hoodie,Outerwear,UrbanWear,Yellow,L,4,2199,0,8796.0,1434.19,Debit Card,55
ORD10289,2025-08-12,CUST1225,Customer_1289,Male,46,Visakhapatnam,Andhra Pradesh,P006,Running Shoes,Footwear,SportX,Yellow,S,2,3599,10,6478.2,1523.45,Debit Card,6
ORD10290,2026-07-13,CUST1487,Customer_1290,Male,34,Chennai,Tamil Nadu,P010,Polo Shirt,T-Shirts,StyleHub,Pink,L,2,1299,10,2338.2,436.53,Credit Card,61
ORD10291,2026-09-16,CUST1253,Customer_1291,Female,22,Mumbai,Maharashtra,P003,Casual Shirt,Shirts,StyleHub,Black,XL,1,1499,20,1199.2,210.89,Net Banking,95
ORD10292,2026-10-22,CUST1171,Customer_1292,Female,51,Pune,Maharashtra,P007,Formal Trousers,Trousers,OfficeLine,Green,XL,1,1999,30,1399.3,375.08,Credit Card,94
ORD10293,2026-12-02,CUST1329,Customer_1293,Female,24,Visakhapatnam,Andhra Pradesh,P020,Sweatshirt,Sportswear,UrbanWear,Pink,M,5,1699,25,6371.25,1260.78,UPI,99
ORD10294,2026-01-10,CUST1195,Customer_1294,Male,38,Chennai,Tamil Nadu,P004,Hoodie,Outerwear,UrbanWear,White,XXL,1,2199,0,2199.0,627.56,Credit Card,50
ORD10295,2026-12-21,CUST1160,Customer_1295,Female,39,Visakhapatnam,Andhra Pradesh,P001,Classic T-Shirt,T-Shirts,UrbanWear,Black,S,1,799,5,759.05,233.78,Debit Card,45
ORD10296,2026-12-12,CUST1156,Customer_1296,Female,39,Mumbai,Maharashtra,P001,Classic T-Shirt,T-Shirts,UrbanWear,Yellow,XXL,5,799,25,2996.25,939.77,UPI,48
ORD10297,2025-08-29,CUST1319,Customer_1297,Female,59,Jaipur,Rajasthan,P003,Casual Shirt,Shirts,StyleHub,Blue,S,2,1499,10,2698.2,501.26,Cash,33
ORD10298,2026-06-06,CUST1409,Customer_1298,Male,25,Bengaluru,Karnataka,P004,Hoodie,Outerwear,UrbanWear,Green,XL,1,2199,10,1979.1,285.07,Credit Card,30
ORD10299,2025-12-02,CUST1280,Customer_1299,Female,33,Bengaluru,Karnataka,P011,Cargo Pants,Trousers,UrbanWear,Black,XXL,2,1799,10,3238.2,834.44,UPI,59
ORD10300,2026-06-26,CUST1024,Customer_1300,Female,39,Jaipur,Rajasthan,P006,Running Shoes,Footwear,SportX,Green,S,2,3599,0,7198.0,1262.41,Net Banking,27
ORD10301,2026-10-24,CUST1563,Customer_1301,Male,44,Vijayawada,Andhra Pradesh,P014,Blazer,Formal Wear,OfficeLine,White,XL,4,3499,10,12596.4,3495.85,Debit Card,73
ORD10302,2025-03-23,CUST1312,Customer_1302,Female,40,Bengaluru,Karnataka,P014,Blazer,Formal Wear,OfficeLine,Pink,S,5,3499,15,14870.75,2019.87,Debit Card,63
ORD10303,2025-07-08,CUST1024,Customer_1303,Female,22,Bhubaneswar,Odisha,P007,Formal Trousers,Trousers,OfficeLine,Yellow,M,1,1999,0,1999.0,316.25,Credit Card,31
ORD10304,2026-10-29,CUST1228,Customer_1304,Male,34,Hyderabad,Telangana,P017,Chinos,Trousers,OfficeLine,Beige,M,1,1899,10,1709.1,243.46,Credit Card,36
ORD10305,2025-08-01,CUST1454,Customer_1305,Female,60,Visakhapatnam,Andhra Pradesh,P007,Formal Trousers,Trousers,OfficeLine,Red,XXL,1,1999,20,1599.2,231.03,UPI,53
ORD10306,2025-02-19,CUST1459,Customer_1306,Female,54,Hyderabad,Telangana,P016,Denim Jacket,Outerwear,DenimCo,Green,XXL,3,3199,30,6717.9,1815.62,UPI,46
ORD10307,2025-02-19,CUST1558,Customer_1307,Male,22,Kolkata,West Bengal,P003,Casual Shirt,Shirts,StyleHub,Beige,XXL,4,1499,20,4796.8,805.2,Debit Card,78
ORD10308,2026-05-04,CUST1463,Customer_1308,Female,52,Pune,Maharashtra,P001,Classic T-Shirt,T-Shirts,UrbanWear,Pink,XL,1,799,5,759.05,81.61,Debit Card,87
ORD10309,2026-09-14,CUST1026,Customer_1309,Female,37,Hyderabad,Telangana,P007,Formal Trousers,Trousers,OfficeLine,Green,M,1,1999,25,1499.25,286.54,Net Banking,42
ORD10310,2026-09-21,CUST1537,Customer_1310,Female,36,Jaipur,Rajasthan,P018,Anarkali Dress,Dresses,Elegance,Yellow,M,3,3299,0,9897.0,1578.32,Cash,53
ORD10311,2025-02-06,CUST1092,Customer_1311,Female,33,Hyderabad,Telangana,P002,Slim Fit Jeans,Jeans,DenimCo,Grey,L,3,2499,15,6372.45,1341.97,Debit Card,44
ORD10312,2025-01-06,CUST1471,Customer_1312,Male,59,Hyderabad,Telangana,P010,Polo Shirt,T-Shirts,StyleHub,Grey,XXL,5,1299,30,4546.5,1424.64,UPI,18
ORD10313,2025-08-10,CUST1351,Customer_1313,Male,29,Kakinada,Andhra Pradesh,P019,Loafers,Footwear,OfficeLine,White,XXL,3,2799,15,7137.45,1998.56,Net Banking,16
ORD10314,2025-09-03,CUST1359,Customer_1314,Male,53,Delhi,Delhi,P008,Leather Jacket,Outerwear,LeatherCraft,Black,S,3,4599,10,12417.3,1402.49,Debit Card,54
ORD10315,2025-10-19,CUST1563,Customer_1315,Male,56,Pune,Maharashtra,P006,Running Shoes,Footwear,SportX,Blue,S,2,3599,0,7198.0,907.73,Credit Card,36
ORD10316,2025-12-10,CUST1094,Customer_1316,Female,22,Delhi,Delhi,P003,Casual Shirt,Shirts,StyleHub,Yellow,XXL,3,1499,10,4047.3,798.87,Cash,48
ORD10317,2026-11-04,CUST1053,Customer_1317,Female,22,Chennai,Tamil Nadu,P007,Formal Trousers,Trousers,OfficeLine,Grey,XXL,5,1999,5,9495.25,2876.29,Cash,95
ORD10318,2026-06-23,CUST1250,Customer_1318,Male,26,Bengaluru,Karnataka,P007,Formal Trousers,Trousers,OfficeLine,Green,XXL,2,1999,10,3598.2,717.98,Net Banking,29
ORD10319,2025-03-27,CUST1393,Customer_1319,Male,32,Visakhapatnam,Andhra Pradesh,P010,Polo Shirt,T-Shirts,StyleHub,Grey,XL,4,1299,20,4156.8,451.12,Debit Card,14
ORD10320,2025-12-23,CUST1082,Customer_1320,Female,31,Delhi,Delhi,P016,Denim Jacket,Outerwear,DenimCo,Beige,M,5,3199,30,11196.5,3278.1,Net Banking,56
ORD10321,2026-02-01,CUST1153,Customer_1321,Female,34,Visakhapatnam,Andhra Pradesh,P010,Polo Shirt,T-Shirts,StyleHub,White,S,2,1299,25,1948.5,352.98,Cash,30
ORD10322,2026-05-21,CUST1321,Customer_1322,Female,51,Bengaluru,Karnataka,P007,Formal Trousers,Trousers,OfficeLine,Black,M,4,1999,10,7196.4,1266.45,Credit Card,61
ORD10323,2026-10-28,CUST1477,Customer_1323,Male,20,Mumbai,Maharashtra,P006,Running Shoes,Footwear,SportX,Yellow,L,5,3599,10,16195.5,4861.17,Net Banking,72
ORD10324,2025-11-20,CUST1338,Customer_1324,Male,23,Chennai,Tamil Nadu,P011,Cargo Pants,Trousers,UrbanWear,Yellow,XL,5,1799,25,6746.25,812.33,UPI,53
ORD10325,2026-11-08,CUST1368,Customer_1325,Male,50,Jaipur,Rajasthan,P002,Slim Fit Jeans,Jeans,DenimCo,Grey,XXL,4,2499,25,7497.0,1787.05,Debit Card,88
ORD10326,2025-04-24,CUST1517,Customer_1326,Female,45,Mumbai,Maharashtra,P001,Classic T-Shirt,T-Shirts,UrbanWear,Green,L,1,799,0,799.0,117.92,UPI,23
ORD10327,2026-05-20,CUST1057,Customer_1327,Male,56,Delhi,Delhi,P018,Anarkali Dress,Dresses,Elegance,Yellow,XL,2,3299,20,5278.4,765.15,UPI,24
ORD10328,2026-03-05,CUST1367,Customer_1328,Male,31,Bhubaneswar,Odisha,P006,Running Shoes,Footwear,SportX,Grey,M,2,3599,5,6838.1,1749.19,Cash,8
ORD10329,2026-11-29,CUST1438,Customer_1329,Female,58,Visakhapatnam,Andhra Pradesh,P002,Slim Fit Jeans,Jeans,DenimCo,Blue,XL,4,2499,20,7996.8,808.23,Credit Card,50
ORD10330,2026-07-29,CUST1314,Customer_1330,Female,36,Chennai,Tamil Nadu,P005,Summer Dress,Dresses,Elegance,Blue,L,3,2999,30,6297.9,1079.6,Cash,91
ORD10331,2025-01-03,CUST1109,Customer_1331,Female,33,Visakhapatnam,Andhra Pradesh,P013,Saree,Ethnic Wear,Heritage,White,M,5,3999,25,14996.25,2768.76,Credit Card,21
ORD10332,2026-09-08,CUST1020,Customer_1332,Female,20,Chennai,Tamil Nadu,P003,Casual Shirt,Shirts,StyleHub,Black,L,4,1499,25,4497.0,1359.15,Cash,12
ORD10333,2025-03-31,CUST1119,Customer_1333,Male,42,Bhubaneswar,Odisha,P006,Running Shoes,Footwear,SportX,Red,L,2,3599,10,6478.2,945.63,Net Banking,60
ORD10334,2026-06-22,CUST1258,Customer_1334,Male,47,Kolkata,West Bengal,P004,Hoodie,Outerwear,UrbanWear,White,XXL,2,2199,10,3958.2,516.5,Net Banking,40
ORD10335,2026-05-25,CUST1042,Customer_1335,Female,49,Visakhapatnam,Andhra Pradesh,P012,Kurta,Ethnic Wear,Heritage,Beige,M,3,1899,20,4557.6,626.53,UPI,74
ORD10336,2025-02-25,CUST1054,Customer_1336,Male,19,Jaipur,Rajasthan,P001,Classic T-Shirt,T-Shirts,UrbanWear,Pink,S,1,799,30,559.3,158.74,Debit Card,86
ORD10337,2025-07-28,CUST1478,Customer_1337,Female,39,Mumbai,Maharashtra,P015,Track Pants,Sportswear,SportX,Black,L,2,1599,15,2718.3,526.74,Net Banking,99
ORD10338,2025-08-01,CUST1287,Customer_1338,Male,56,Kolkata,West Bengal,P009,Sneakers,Footwear,SportX,White,XL,1,3299,20,2639.2,293.97,Net Banking,70
ORD10339,2025-09-13,CUST1313,Customer_1339,Male,37,Chennai,Tamil Nadu,P016,Denim Jacket,Outerwear,DenimCo,Red,M,2,3199,25,4798.5,866.84,Cash,34
ORD10340,2026-08-12,CUST1524,Customer_1340,Male,43,Bengaluru,Karnataka,P016,Denim Jacket,Outerwear,DenimCo,Grey,S,2,3199,30,4478.6,595.6,Debit Card,71
ORD10341,2026-02-21,CUST1006,Customer_1341,Male,20,Kakinada,Andhra Pradesh,P020,Sweatshirt,Sportswear,UrbanWear,Blue,XL,5,1699,0,8495.0,1130.96,UPI,99
ORD10342,2026-09-13,CUST1356,Customer_1342,Male,50,Delhi,Delhi,P006,Running Shoes,Footwear,SportX,Pink,M,1,3599,10,3239.1,375.12,Debit Card,6
ORD10343,2025-10-17,CUST1114,Customer_1343,Female,23,Bhubaneswar,Odisha,P007,Formal Trousers,Trousers,OfficeLine,Red,L,3,1999,5,5697.15,892.61,Cash,62
ORD10344,2025-10-12,CUST1484,Customer_1344,Male,28,Kolkata,West Bengal,P005,Summer Dress,Dresses,Elegance,Green,L,4,2999,20,9596.8,2844.1,Cash,33
ORD10345,2026-10-26,CUST1585,Customer_1345,Male,35,Bhubaneswar,Odisha,P018,Anarkali Dress,Dresses,Elegance,White,L,2,3299,15,5608.3,1402.17,Net Banking,51
ORD10346,2025-04-11,CUST1041,Customer_1346,Female,58,Kakinada,Andhra Pradesh,P007,Formal Trousers,Trousers,OfficeLine,Yellow,S,1,1999,10,1799.1,388.75,UPI,24
ORD10347,2026-11-09,CUST1436,Customer_1347,Male,20,Vijayawada,Andhra Pradesh,P016,Denim Jacket,Outerwear,DenimCo,Black,XL,4,3199,25,9597.0,2860.49,Net Banking,65
ORD10348,2026-10-04,CUST1352,Customer_1348,Male,31,Kolkata,West Bengal,P006,Running Shoes,Footwear,SportX,Beige,XL,4,3599,0,14396.0,3714.7,UPI,96
ORD10349,2026-05-06,CUST1454,Customer_1349,Male,60,Pune,Maharashtra,P002,Slim Fit Jeans,Jeans,DenimCo,Green,S,3,2499,5,7122.15,1397.14,UPI,24
ORD10350,2025-02-12,CUST1030,Customer_1350,Male,35,Chennai,Tamil Nadu,P014,Blazer,Formal Wear,OfficeLine,Pink,L,3,3499,10,9447.3,2132.68,Cash,61
ORD10351,2025-07-28,CUST1475,Customer_1351,Female,44,Delhi,Delhi,P007,Formal Trousers,Trousers,OfficeLine,Beige,L,4,1999,20,6396.8,1542.53,UPI,63
ORD10352,2026-12-14,CUST1524,Customer_1352,Female,47,Hyderabad,Telangana,P016,Denim Jacket,Outerwear,DenimCo,Blue,S,1,3199,0,3199.0,691.07,Credit Card,61
ORD10353,2025-10-05,CUST1357,Customer_1353,Female,43,Delhi,Delhi,P004,Hoodie,Outerwear,UrbanWear,Blue,M,2,2199,0,4398.0,1240.4,Cash,47
ORD10354,2025-07-13,CUST1221,Customer_1354,Male,20,Delhi,Delhi,P017,Chinos,Trousers,OfficeLine,Pink,S,5,1899,0,9495.0,2035.21,Credit Card,23
ORD10355,2026-12-21,CUST1141,Customer_1355,Female,22,Bhubaneswar,Odisha,P004,Hoodie,Outerwear,UrbanWear,Blue,M,2,2199,30,3078.6,650.0,UPI,83
ORD10356,2026-02-23,CUST1067,Customer_1356,Female,44,Kolkata,West Bengal,P018,Anarkali Dress,Dresses,Elegance,Beige,XXL,2,3299,25,4948.5,1368.73,UPI,43
ORD10357,2026-04-19,CUST1314,Customer_1357,Female,41,Bhubaneswar,Odisha,P004,Hoodie,Outerwear,UrbanWear,Grey,M,1,2199,30,1539.3,453.18,Cash,83
ORD10358,2026-07-19,CUST1571,Customer_1358,Male,53,Visakhapatnam,Andhra Pradesh,P014,Blazer,Formal Wear,OfficeLine,Yellow,M,3,3499,5,9972.15,2495.66,Net Banking,10
ORD10359,2026-07-24,CUST1386,Customer_1359,Female,37,Bhubaneswar,Odisha,P012,Kurta,Ethnic Wear,Heritage,Yellow,L,5,1899,20,7596.0,1649.33,Net Banking,16
ORD10360,2025-09-20,CUST1088,Customer_1360,Male,27,Kakinada,Andhra Pradesh,P006,Running Shoes,Footwear,SportX,Beige,L,1,3599,20,2879.2,817.87,Net Banking,25
ORD10361,2026-07-18,CUST1376,Customer_1361,Male,57,Mumbai,Maharashtra,P008,Leather Jacket,Outerwear,LeatherCraft,Red,S,1,4599,10,4139.1,749.1,Net Banking,92
ORD10362,2026-01-28,CUST1373,Customer_1362,Female,45,Kolkata,West Bengal,P001,Classic T-Shirt,T-Shirts,UrbanWear,Green,XL,5,799,30,2796.5,668.04,Debit Card,6
ORD10363,2025-04-15,CUST1227,Customer_1363,Male,18,Pune,Maharashtra,P001,Classic T-Shirt,T-Shirts,UrbanWear,Pink,L,5,799,30,2796.5,760.43,Credit Card,53
ORD10364,2025-04-11,CUST1317,Customer_1364,Female,34,Bengaluru,Karnataka,P001,Classic T-Shirt,T-Shirts,UrbanWear,Black,XXL,3,799,15,2037.45,315.73,Debit Card,21
ORD10365,2025-06-26,CUST1300,Customer_1365,Male,45,Hyderabad,Telangana,P013,Saree,Ethnic Wear,Heritage,Yellow,XXL,2,3999,30,5598.6,1229.05,Credit Card,32
ORD10366,2025-07-06,CUST1279,Customer_1366,Female,19,Visakhapatnam,Andhra Pradesh,P011,Cargo Pants,Trousers,UrbanWear,Pink,XL,4,1799,30,5037.2,794.49,Cash,70
ORD10367,2025-08-24,CUST1238,Customer_1367,Male,19,Mumbai,Maharashtra,P003,Casual Shirt,Shirts,StyleHub,Yellow,S,4,1499,5,5696.2,1326.46,Debit Card,67
ORD10368,2026-04-13,CUST1451,Customer_1368,Male,53,Visakhapatnam,Andhra Pradesh,P002,Slim Fit Jeans,Jeans,DenimCo,Red,L,5,2499,10,11245.5,2504.02,UPI,64
ORD10369,2025-04-11,CUST1556,Customer_1369,Male,19,Jaipur,Rajasthan,P006,Running Shoes,Footwear,SportX,Blue,XXL,4,3599,25,10797.0,1370.18,Credit Card,12
ORD10370,2026-09-25,CUST1201,Customer_1370,Male,25,Visakhapatnam,Andhra Pradesh,P015,Track Pants,Sportswear,SportX,White,L,1,1599,10,1439.1,284.88,UPI,43
ORD10371,2026-09-23,CUST1075,Customer_1371,Female,30,Jaipur,Rajasthan,P018,Anarkali Dress,Dresses,Elegance,Yellow,XXL,4,3299,20,10556.8,2571.26,Debit Card,13
ORD10372,2025-11-15,CUST1247,Customer_1372,Female,46,Bhubaneswar,Odisha,P008,Leather Jacket,Outerwear,LeatherCraft,Green,L,3,4599,30,9657.9,2985.7,Cash,77
ORD10373,2026-08-10,CUST1140,Customer_1373,Female,46,Vijayawada,Andhra Pradesh,P010,Polo Shirt,T-Shirts,StyleHub,Black,M,1,1299,0,1299.0,305.43,Credit Card,90
ORD10374,2025-03-04,CUST1163,Customer_1374,Male,39,Chennai,Tamil Nadu,P019,Loafers,Footwear,OfficeLine,Blue,S,5,2799,15,11895.75,3212.29,Credit Card,87
ORD10375,2026-10-26,CUST1576,Customer_1375,Male,27,Jaipur,Rajasthan,P012,Kurta,Ethnic Wear,Heritage,Grey,XXL,5,1899,30,6646.5,1947.72,Net Banking,59
ORD10376,2025-02-13,CUST1174,Customer_1376,Female,28,Mumbai,Maharashtra,P003,Casual Shirt,Shirts,StyleHub,Beige,S,3,1499,20,3597.6,630.92,Debit Card,52
ORD10377,2025-05-15,CUST1258,Customer_1377,Male,37,Pune,Maharashtra,P017,Chinos,Trousers,OfficeLine,Grey,M,5,1899,15,8070.75,1732.1,Credit Card,84
ORD10378,2026-12-26,CUST1345,Customer_1378,Male,55,Delhi,Delhi,P008,Leather Jacket,Outerwear,LeatherCraft,Blue,M,1,4599,20,3679.2,983.07,Net Banking,89
ORD10379,2025-05-05,CUST1508,Customer_1379,Male,60,Kolkata,West Bengal,P007,Formal Trousers,Trousers,OfficeLine,White,L,4,1999,30,5597.2,1378.07,Credit Card,83
ORD10380,2025-06-02,CUST1237,Customer_1380,Male,42,Chennai,Tamil Nadu,P008,Leather Jacket,Outerwear,LeatherCraft,Green,S,4,4599,0,18396.0,5591.07,Cash,26
ORD10381,2026-02-17,CUST1148,Customer_1381,Male,39,Bengaluru,Karnataka,P007,Formal Trousers,Trousers,OfficeLine,Grey,XXL,5,1999,20,7996.0,1492.84,Credit Card,90
ORD10382,2025-08-09,CUST1369,Customer_1382,Female,37,Mumbai,Maharashtra,P013,Saree,Ethnic Wear,Heritage,Blue,M,1,3999,25,2999.25,608.25,Debit Card,50
ORD10383,2026-07-27,CUST1491,Customer_1383,Female,50,Mumbai,Maharashtra,P007,Formal Trousers,Trousers,OfficeLine,Black,M,3,1999,5,5697.15,1161.49,Cash,81
ORD10384,2026-05-01,CUST1172,Customer_1384,Female,49,Vijayawada,Andhra Pradesh,P012,Kurta,Ethnic Wear,Heritage,Red,M,5,1899,5,9020.25,2058.33,Cash,69
ORD10385,2025-10-11,CUST1229,Customer_1385,Male,55,Mumbai,Maharashtra,P004,Hoodie,Outerwear,UrbanWear,Blue,XXL,2,2199,15,3738.3,1154.02,Debit Card,88
ORD10386,2026-11-20,CUST1236,Customer_1386,Female,55,Kolkata,West Bengal,P004,Hoodie,Outerwear,UrbanWear,Pink,XL,1,2199,25,1649.25,176.59,Cash,56
ORD10387,2025-01-16,CUST1282,Customer_1387,Female,56,Kolkata,West Bengal,P001,Classic T-Shirt,T-Shirts,UrbanWear,Blue,M,2,799,25,1198.5,306.94,Credit Card,21
ORD10388,2025-08-08,CUST1150,Customer_1388,Female,23,Bhubaneswar,Odisha,P012,Kurta,Ethnic Wear,Heritage,Black,XXL,4,1899,25,5697.0,879.6,Net Banking,26
ORD10389,2025-11-05,CUST1334,Customer_1389,Female,40,Bhubaneswar,Odisha,P007,Formal Trousers,Trousers,OfficeLine,Beige,XXL,3,1999,15,5097.45,523.36,Credit Card,39
ORD10390,2026-09-08,CUST1471,Customer_1390,Male,23,Kakinada,Andhra Pradesh,P014,Blazer,Formal Wear,OfficeLine,White,M,3,3499,10,9447.3,2484.44,Debit Card,90
ORD10391,2025-01-25,CUST1201,Customer_1391,Female,29,Hyderabad,Telangana,P018,Anarkali Dress,Dresses,Elegance,Grey,L,1,3299,20,2639.2,586.19,Cash,22
ORD10392,2026-12-24,CUST1056,Customer_1392,Male,54,Delhi,Delhi,P002,Slim Fit Jeans,Jeans,DenimCo,Green,S,3,2499,5,7122.15,1613.63,Credit Card,78
ORD10393,2026-07-20,CUST1112,Customer_1393,Female,39,Kolkata,West Bengal,P018,Anarkali Dress,Dresses,Elegance,Beige,S,2,3299,15,5608.3,815.33,Net Banking,26
ORD10394,2026-02-19,CUST1530,Customer_1394,Male,52,Jaipur,Rajasthan,P001,Classic T-Shirt,T-Shirts,UrbanWear,Beige,XXL,4,799,15,2716.6,319.94,Debit Card,72
ORD10395,2026-07-03,CUST1552,Customer_1395,Female,22,Mumbai,Maharashtra,P011,Cargo Pants,Trousers,UrbanWear,Grey,M,4,1799,15,6116.6,1490.08,UPI,11
ORD10396,2025-02-10,CUST1505,Customer_1396,Female,60,Chennai,Tamil Nadu,P012,Kurta,Ethnic Wear,Heritage,Blue,S,5,1899,15,8070.75,2006.19,Credit Card,81
ORD10397,2026-03-16,CUST1213,Customer_1397,Female,45,Visakhapatnam,Andhra Pradesh,P005,Summer Dress,Dresses,Elegance,Green,L,5,2999,5,14245.25,3787.81,UPI,29
ORD10398,2025-03-09,CUST1383,Customer_1398,Male,33,Vijayawada,Andhra Pradesh,P011,Cargo Pants,Trousers,UrbanWear,Blue,M,1,1799,15,1529.15,187.67,Cash,71
ORD10399,2025-11-28,CUST1232,Customer_1399,Female,53,Mumbai,Maharashtra,P005,Summer Dress,Dresses,Elegance,Yellow,S,4,2999,20,9596.8,2933.65,Debit Card,76
ORD10400,2026-01-21,CUST1377,Customer_1400,Female,33,Jaipur,Rajasthan,P005,Summer Dress,Dresses,Elegance,Green,XL,5,2999,25,11246.25,2558.82,Cash,78
ORD10401,2025-11-26,CUST1358,Customer_1401,Female,23,Chennai,Tamil Nadu,P007,Formal Trousers,Trousers,OfficeLine,Blue,M,5,1999,0,9995.0,1134.3,Cash,36
ORD10402,2025-01-16,CUST1027,Customer_1402,Male,55,Kakinada,Andhra Pradesh,P012,Kurta,Ethnic Wear,Heritage,White,XL,4,1899,25,5697.0,777.44,Debit Card,8
ORD10403,2026-07-14,CUST1359,Customer_1403,Male,36,Mumbai,Maharashtra,P009,Sneakers,Footwear,SportX,Black,XXL,1,3299,15,2804.15,454.71,Cash,32
ORD10404,2026-12-13,CUST1589,Customer_1404,Female,49,Visakhapatnam,Andhra Pradesh,P014,Blazer,Formal Wear,OfficeLine,Black,L,4,3499,20,11196.8,3474.25,Credit Card,26
ORD10405,2026-09-21,CUST1271,Customer_1405,Female,37,Delhi,Delhi,P017,Chinos,Trousers,OfficeLine,White,XXL,5,1899,15,8070.75,1201.17,Cash,70
ORD10406,2026-01-17,CUST1224,Customer_1406,Female,19,Pune,Maharashtra,P008,Leather Jacket,Outerwear,LeatherCraft,White,XL,4,4599,30,12877.2,2053.96,Credit Card,46
ORD10407,2025-09-28,CUST1353,Customer_1407,Female,27,Kakinada,Andhra Pradesh,P011,Cargo Pants,Trousers,UrbanWear,Grey,S,3,1799,25,4047.75,591.27,UPI,78
ORD10408,2025-08-16,CUST1490,Customer_1408,Male,31,Bengaluru,Karnataka,P015,Track Pants,Sportswear,SportX,Green,XL,2,1599,20,2558.4,498.61,Credit Card,95
ORD10409,2025-01-05,CUST1275,Customer_1409,Female,35,Chennai,Tamil Nadu,P010,Polo Shirt,T-Shirts,StyleHub,Yellow,L,4,1299,30,3637.2,962.09,Credit Card,35
ORD10410,2026-09-08,CUST1247,Customer_1410,Female,41,Bengaluru,Karnataka,P011,Cargo Pants,Trousers,UrbanWear,Blue,XXL,1,1799,10,1619.1,206.03,Credit Card,8
ORD10411,2025-11-13,CUST1150,Customer_1411,Female,23,Chennai,Tamil Nadu,P016,Denim Jacket,Outerwear,DenimCo,Pink,M,4,3199,30,8957.2,935.65,UPI,31
ORD10412,2025-04-02,CUST1098,Customer_1412,Male,22,Mumbai,Maharashtra,P003,Casual Shirt,Shirts,StyleHub,Blue,L,3,1499,10,4047.3,405.61,Credit Card,36
ORD10413,2025-12-26,CUST1565,Customer_1413,Male,22,Kakinada,Andhra Pradesh,P010,Polo Shirt,T-Shirts,StyleHub,Yellow,S,3,1299,10,3507.3,369.43,UPI,19
ORD10414,2026-02-02,CUST1593,Customer_1414,Female,21,Pune,Maharashtra,P018,Anarkali Dress,Dresses,Elegance,Red,XXL,5,3299,15,14020.75,3284.55,Debit Card,24
ORD10415,2025-11-16,CUST1559,Customer_1415,Male,24,Chennai,Tamil Nadu,P018,Anarkali Dress,Dresses,Elegance,Red,XXL,4,3299,15,11216.6,2069.12,Debit Card,41
ORD10416,2025-10-25,CUST1554,Customer_1416,Male,42,Bhubaneswar,Odisha,P014,Blazer,Formal Wear,OfficeLine,Grey,XL,4,3499,10,12596.4,1419.26,Net Banking,19
ORD10417,2025-08-30,CUST1093,Customer_1417,Female,28,Delhi,Delhi,P011,Cargo Pants,Trousers,UrbanWear,Blue,XXL,3,1799,5,5127.15,1027.35,Net Banking,8
ORD10418,2026-09-30,CUST1097,Customer_1418,Male,46,Bhubaneswar,Odisha,P006,Running Shoes,Footwear,SportX,Grey,S,4,3599,25,10797.0,1097.47,UPI,61
ORD10419,2025-09-07,CUST1419,Customer_1419,Female,43,Pune,Maharashtra,P006,Running Shoes,Footwear,SportX,Grey,M,4,3599,10,12956.4,2336.57,Net Banking,59
ORD10420,2026-06-23,CUST1193,Customer_1420,Female,21,Delhi,Delhi,P015,Track Pants,Sportswear,SportX,Beige,M,5,1599,30,5596.5,1140.53,Cash,6
ORD10421,2026-12-24,CUST1102,Customer_1421,Female,30,Kakinada,Andhra Pradesh,P004,Hoodie,Outerwear,UrbanWear,Yellow,L,5,2199,25,8246.25,2302.95,UPI,36
ORD10422,2026-11-10,CUST1093,Customer_1422,Male,51,Bhubaneswar,Odisha,P011,Cargo Pants,Trousers,UrbanWear,White,S,4,1799,0,7196.0,2105.3,Debit Card,92
ORD10423,2026-01-18,CUST1008,Customer_1423,Male,28,Bengaluru,Karnataka,P016,Denim Jacket,Outerwear,DenimCo,Yellow,XXL,3,3199,5,9117.15,1226.67,UPI,81
ORD10424,2025-03-24,CUST1155,Customer_1424,Female,41,Vijayawada,Andhra Pradesh,P014,Blazer,Formal Wear,OfficeLine,Red,M,5,3499,30,12246.5,2820.12,Net Banking,32
ORD10425,2025-05-26,CUST1391,Customer_1425,Male,23,Kakinada,Andhra Pradesh,P004,Hoodie,Outerwear,UrbanWear,Blue,XXL,3,2199,30,4617.9,938.4,Net Banking,53
ORD10426,2025-06-09,CUST1430,Customer_1426,Female,55,Pune,Maharashtra,P009,Sneakers,Footwear,SportX,White,XL,5,3299,5,15670.25,4014.72,Net Banking,31
ORD10427,2026-06-29,CUST1145,Customer_1427,Male,20,Pune,Maharashtra,P015,Track Pants,Sportswear,SportX,Beige,L,1,1599,25,1199.25,137.43,Net Banking,20
ORD10428,2025-04-13,CUST1186,Customer_1428,Female,41,Kolkata,West Bengal,P005,Summer Dress,Dresses,Elegance,Pink,L,4,2999,20,9596.8,2694.91,UPI,50
ORD10429,2026-07-04,CUST1059,Customer_1429,Female,53,Kakinada,Andhra Pradesh,P017,Chinos,Trousers,OfficeLine,Grey,L,4,1899,0,7596.0,2396.03,Debit Card,28
ORD10430,2026-04-25,CUST1354,Customer_1430,Female,22,Vijayawada,Andhra Pradesh,P006,Running Shoes,Footwear,SportX,Blue,S,4,3599,0,14396.0,3892.27,Cash,77
